FailedAttempts,Longitude,TransactionType,IPAddress,AvgTransactionAmount,UnusualAmount,Day,BankName,PhoneNumber,Month,UnusualLocation,UserID,Amount,TransactionFrequency,NewDevice,MerchantCategory,TransactionID,DeviceID,Weekday,Latitude,Hour,FraudFlag
0.5,0.7703798541126563,1,5886,0.1176443522428786,1,0.5333333333333334,5,2181154312,0.8333333333333334,0,7567,0.4139534976772846,0,0,1,312748523917,1129,0.0,0.3831577895953499,0.0869565217391304,0
0.0,0.3495517077442712,0,4037,0.8574642257702487,0,0.3666666666666667,1,249043633,0.3333333333333333,0,2713,0.3189012215762454,0,0,4,795176437914,3650,0.1666666666666666,0.4349283582835994,0.3043478260869565,0
0.0,0.6794736394625028,1,4997,0.0901912693474916,1,0.3,3,6212608028,0.0,1,253,0.7222644574528955,0,0,5,835006277784,1947,0.3333333333333333,0.57824575734338,0.6521739130434783,0
0.5,0.9906407430720638,1,8354,0.934929211736628,0,0.3333333333333333,4,2093777147,0.0,0,3984,0.9066432461198048,0,0,4,958539323803,621,0.4999999999999999,0.0150666877827048,0.8695652173913043,0
0.5,0.0085407722287529,1,3678,0.7239907896237229,0,0.7666666666666667,3,2004909096,0.3333333333333333,0,4258,0.1438242978837481,0,1,2,142197820393,3251,1.0,0.04765937607664,0.4782608695652173,0
0.75,0.940914632739546,1,2187,0.902591868702125,0,0.1666666666666667,1,3957579050,0.1666666666666666,1,5711,0.4795887133237037,2,0,1,511503003592,9690,0.1666666666666666,0.8704466097645005,0.217391304347826,1
1.0,0.0235525820699126,1,1482,0.1000568146581818,1,0.6666666666666667,2,1837718914,0.5,1,567,0.0701115943710664,1,1,1,528446614115,282,1.0,0.7063852537814379,0.6956521739130435,0
0.75,0.2001691507449998,0,5699,0.7006487673819844,0,0.1,2,914446510467,0.1666666666666666,1,6161,0.4385590761954682,2,1,3,442267395660,6911,1.0,0.5977750308405294,0.9130434782608696,0
1.0,0.707709123890732,1,5984,0.9314823224391892,0,0.1666666666666667,5,910146837966,0.8333333333333334,1,949,0.0865896696182423,2,1,5,568186820821,3713,0.4999999999999999,0.4964218845508396,0.6956521739130435,0
0.5,0.0317178495900707,1,4927,0.9540581470019264,1,0.5333333333333334,3,631171230,0.5,1,48,0.5241914509668978,2,0,3,249857952422,7639,0.3333333333333333,0.3300599473210415,0.4782608695652173,1
1.0,0.9297494001251858,1,6842,0.93424103418682,1,0.2333333333333333,2,5346290155,0.1666666666666666,0,5041,0.871163318302037,0,1,1,104982089951,1153,0.4999999999999999,0.94324921370542,0.2608695652173913,0
1.0,0.7642518878473527,1,4268,0.8123955980643005,1,0.5000000000000001,0,913163172591,0.3333333333333333,0,5545,0.995672667181492,1,1,2,742378549618,1436,0.8333333333333333,0.7975718556552084,0.9565217391304348,0
0.0,0.823070898730947,1,1202,0.8256180094464372,1,0.9333333333333336,2,8334082522,1.0,0,2273,0.5995946751599492,0,0,1,289743191983,1498,0.0,0.6896178802831772,0.1304347826086956,0
0.5,0.5211066607415243,1,774,0.6737768344232812,1,0.9666666666666668,5,916098973563,0.6666666666666667,0,1406,0.4558964160961576,1,1,0,165369914197,7230,0.4999999999999999,0.1237051117482968,0.3043478260869565,0
0.0,0.9654636815732294,0,4121,0.2361429248746176,0,0.1333333333333333,4,919655634995,1.0,0,9329,0.6130238113338908,2,1,2,488185596329,4994,0.6666666666666666,0.919647170450883,0.0434782608695651,0
0.75,0.6557785450632942,0,5867,0.9935103256640212,1,0.6666666666666667,3,7310124253,1.0,1,8904,0.1488558476010611,0,0,6,433927003367,4177,1.0,0.5917645200546794,0.5652173913043478,0
0.75,0.9255918098803296,1,2303,0.5590472341864201,1,0.4666666666666667,2,916769955412,0.3333333333333333,0,2097,0.924451731133189,0,1,2,381014195391,1923,0.6666666666666666,0.9022429872525812,0.1739130434782608,0
0.5,0.4242071914804962,0,8590,0.155896221225076,1,0.7666666666666667,5,915558337739,0.6666666666666667,0,7770,0.539825266181984,2,1,1,252042784566,2260,0.6666666666666666,0.7247924960268507,0.2608695652173913,0
0.0,0.0432494555674823,0,940,0.0968349834257238,1,0.5000000000000001,2,5827111222,0.8333333333333334,0,8023,0.873730108873533,0,1,5,905327141633,2784,1.0,0.5219948626901832,0.1304347826086956,0
0.5,0.0919850774312127,1,3331,0.7278267793090617,0,0.9666666666666668,0,918435009518,0.5,1,4005,0.2625968798389904,0,1,3,265237192424,9772,0.1666666666666666,0.6362975388701808,0.6956521739130435,0
0.25,0.8299967618031842,1,930,0.09738612562041,1,0.5333333333333334,3,910078087743,0.6666666666666667,0,4115,0.1637554366744957,0,0,1,454276921926,9496,0.6666666666666666,0.6358410406872714,0.9565217391304348,0
0.0,0.305060141939224,0,5109,0.1582218212298773,1,0.1333333333333333,2,6354348080,1.0,0,3816,0.1204460973979986,2,0,2,255003941635,658,0.6666666666666666,0.6845620228053213,0.9565217391304348,0
1.0,0.5055359331017678,1,9010,0.4181508829277953,1,0.8,1,919592404529,0.5,1,7486,0.4705699355401463,0,0,3,663430809084,4169,0.4999999999999999,0.382873345447271,0.217391304347826,0
0.75,0.9256382222289758,1,1254,0.104051845376107,1,0.6333333333333334,4,516046526,0.3333333333333333,1,1393,0.8596257647355385,1,0,3,789736748565,4623,0.3333333333333333,0.2781288328387734,0.0434782608695651,0
1.0,0.8432464386398093,1,8166,0.0995336796893598,0,0.8333333333333335,1,6588238500,0.0,0,6642,0.4880093068665149,1,0,1,396109370605,2285,0.6666666666666666,0.5744594572066815,0.6086956521739131,0
0.5,0.1879060148134204,1,5007,0.2900238261471459,1,0.6666666666666667,3,6660566117,0.1666666666666666,0,4898,0.8462746525929987,0,0,1,633050553881,6669,0.3333333333333333,0.5554253214638971,0.5652173913043478,0
0.0,0.7933713876440782,1,8674,0.5802837131980051,1,0.0333333333333333,0,4571121431,0.0,0,7259,0.0972929662335999,2,0,4,684490437659,6277,0.1666666666666666,0.7543811528245479,0.3043478260869565,0
0.0,0.7409368124361757,0,2366,0.2220162802002916,0,0.2333333333333333,0,7769593492,1.0,0,4956,0.91596611756421,2,0,3,572361035331,3111,0.0,0.4070958390291067,0.3043478260869565,0
0.75,0.8646673251773407,0,8174,0.3092917972836992,0,0.2,1,917482837715,0.8333333333333334,0,4968,0.0551819960547849,0,1,2,540774934233,8066,0.6666666666666666,0.7961938035541626,0.5217391304347826,0
0.0,0.2682164461144839,1,3721,0.65526605864313,1,0.4,1,1820156885,0.0,0,6104,0.8228524385510738,0,1,3,541403376594,6009,0.8333333333333333,0.9861330532679848,0.0869565217391304,0
1.0,0.4679620629956999,0,8173,0.2905539629224339,1,0.8,3,3365792843,0.6666666666666667,1,8861,0.904879702948508,2,0,3,226569212485,2231,0.8333333333333333,0.1936599400971337,0.0434782608695651,0
0.75,0.8704762832884527,1,9735,0.5897721612175941,1,0.1,4,918851219292,0.6666666666666667,1,7089,0.2288954998139427,1,0,1,215474726043,1754,0.8333333333333333,0.7526802114937929,0.5652173913043478,0
0.5,0.3017625983225687,0,9399,0.5116800134434684,1,0.1666666666666667,1,3415284731,0.5,0,7016,0.5651200569775491,2,0,0,961860551349,1015,0.8333333333333333,0.7104019799064226,0.3043478260869565,0
0.5,0.4158123929916102,1,3985,0.1962616355019594,1,0.9666666666666668,5,8142694944,0.6666666666666667,1,9030,0.960847941165879,0,0,4,269914485567,77,0.4999999999999999,0.8156435251558697,0.3043478260869565,0
0.75,0.9439027690326152,0,4374,0.9519946146105696,0,0.2333333333333333,2,918339224703,0.0,0,2617,0.236770925445037,2,1,5,981048304251,6639,0.0,0.4064641471898998,0.7826086956521738,0
1.0,0.188074893312645,0,8076,0.5650867923924372,0,0.5333333333333334,3,916387855811,0.3333333333333333,0,6876,0.2269208916346234,1,1,3,560615752059,9321,1.0,0.4802326292801653,0.8260869565217391,1
1.0,0.948892509047762,0,5152,0.6255543930334025,0,0.0666666666666667,2,6133895694,0.0,0,1104,0.333117600220868,2,1,1,163977714842,6989,0.3333333333333333,0.1565635231554029,1.0,0
0.75,0.5724181054497061,1,3132,0.2257312386595741,0,0.5333333333333334,2,916869902494,0.1666666666666666,0,9486,0.8251301400831454,0,1,3,124215556536,1255,0.8333333333333333,0.4950501839318063,0.5652173913043478,0
0.5,0.1007408710400792,0,602,0.2143593047006128,0,0.0,3,912660102423,0.5,1,4287,0.5955834396994274,1,0,6,282965229223,7162,0.0,0.212901638160015,0.6521739130434783,0
0.75,0.9787342213258976,0,5441,0.7913521688595657,1,0.7666666666666667,5,5460773024,0.3333333333333333,1,3925,0.0750561172841234,1,0,4,818185522073,3222,1.0,0.6556723874459596,0.0434782608695651,0
0.0,0.4617938876962007,1,6026,0.4237293221651186,1,0.5000000000000001,0,2356171445,1.0,0,4664,0.9739499765927906,1,1,4,652523180671,712,0.1666666666666666,0.0949865218550994,0.3913043478260869,0
0.0,0.0670894569476017,1,4130,0.9794276923446248,0,0.3666666666666667,5,916057320857,0.0,1,6294,0.5221798313880676,2,0,6,440520935556,9280,0.6666666666666666,0.5377668011424888,0.1304347826086956,0
0.25,0.6462720115049952,0,3161,0.5802667088108733,0,0.9666666666666668,3,4574012924,0.3333333333333333,0,3752,0.9998519544019556,2,1,4,718128036874,8201,0.8333333333333333,0.2391784944264772,0.9565217391304348,0
1.0,0.993351635935281,0,6688,0.3066831242460555,1,0.6666666666666667,0,915040012077,0.3333333333333333,1,2800,0.4148197644874621,1,1,5,733319019832,5094,0.4999999999999999,0.257289809288834,0.7391304347826086,0
1.0,0.8313062639821991,0,2852,0.1540807528342312,1,1.0,1,1620523375,0.6666666666666667,1,1967,0.0093638840762955,1,0,5,691194726933,8257,0.6666666666666666,0.0715804493270652,0.3478260869565217,0
0.75,0.8144691740067344,0,3786,0.4681257764503242,1,0.0666666666666667,1,8551810908,0.6666666666666667,0,7028,0.8803791567802883,1,1,1,715716783241,2062,0.6666666666666666,0.6699076562308983,0.7826086956521738,1
1.0,0.4230602728116575,1,709,0.3664535450146138,0,0.9333333333333336,1,1296798324,0.1666666666666666,1,5841,0.9442238209368484,0,1,3,910822012347,5901,0.4999999999999999,0.1182460157370052,0.8695652173913043,0
1.0,0.8124545024874442,1,8414,0.3891744069970052,0,0.9000000000000001,5,5875069272,0.5,1,1483,0.8376720029769169,1,0,1,864979631625,5472,1.0,0.9746843346780916,0.217391304347826,0
0.25,0.7745528123537242,0,3658,0.990826633271384,1,0.3666666666666667,2,913173242191,1.0,1,7720,0.4780452379332834,1,0,2,274003827423,4229,0.6666666666666666,0.9852728803387456,0.4782608695652173,0
1.0,0.2758441643513852,0,7966,0.3991669850821512,0,0.3333333333333333,5,6905909396,0.0,1,1604,0.5145634855535505,2,0,5,693576421667,2275,0.4999999999999999,0.982528728925638,0.3478260869565217,0
0.75,0.785994238307089,1,7718,0.5098065300847618,0,0.1333333333333333,5,912727607303,0.0,1,4731,0.1087284883744193,2,1,4,894430877919,3487,0.6666666666666666,0.4181893664077173,0.8260869565217391,0
1.0,0.3601682317766073,0,462,0.5748213038964053,0,0.1,0,918636110924,0.6666666666666667,0,1623,0.6199579470476907,1,1,0,998422254416,2554,0.8333333333333333,0.0451028406628212,0.2608695652173913,0
0.5,0.2380947818388342,1,4895,0.4267801092681912,0,0.4333333333333334,2,9566396469,0.5,1,5646,0.7416594311047803,2,0,4,900901715722,290,1.0,0.4593694195312239,0.0,0
0.5,0.7767624562963926,1,1246,0.5934731160639445,1,0.2,0,9828663421,0.5,0,3319,0.8862189554382749,0,0,0,190384861324,8027,1.0,0.2119965047399948,0.0869565217391304,0
0.25,0.1791317362720171,0,2630,0.1097483150652868,0,0.1333333333333333,4,919906379218,0.1666666666666666,1,871,0.4265733846024575,0,0,5,141600640452,5268,0.0,0.7290159231598484,0.3043478260869565,0
0.75,0.4273544054248803,0,8201,0.91637942589188,1,0.6666666666666667,1,9666910737,0.6666666666666667,1,1212,0.544968850405925,2,1,4,160842082554,8973,0.1666666666666666,0.2077889757610108,0.1739130434782608,0
0.75,0.8247762546012486,0,1290,0.4861304216487854,0,0.9333333333333336,1,7997921433,0.5,1,9417,0.2688057921839927,1,1,4,986855047046,8102,0.0,0.577265261894442,0.6521739130434783,0
1.0,0.5708185059510217,0,4611,0.4098227342654405,1,0.5000000000000001,3,5160157608,0.0,1,1087,0.1517487386114923,2,1,6,833824085253,9705,0.1666666666666666,0.4774892113715422,0.4782608695652173,0
0.25,0.5448733835598082,1,2017,0.9239563807462324,1,0.6000000000000001,3,910803963435,0.5,0,9247,0.0807258635659783,0,0,1,673085461040,9739,0.6666666666666666,0.4858748513542048,0.0434782608695651,0
1.0,0.2258417190009396,0,3034,0.8516347217582136,1,0.0,0,7665733481,1.0,1,9548,0.9178727047930764,1,0,3,866602667390,1028,0.0,0.7806463535936163,0.4782608695652173,0
0.75,0.1664419578743832,1,225,0.9086374284565416,0,0.5666666666666668,1,1652828059,0.5,1,6244,0.8916006129888004,1,0,0,947756541590,6205,0.4999999999999999,0.8929601545916268,0.217391304347826,0
0.0,0.7646403547884718,1,4040,0.370369555345279,1,0.8666666666666667,0,5759678613,0.0,1,1593,0.2807234628265506,1,0,4,538218633710,3757,0.8333333333333333,0.2702698546327475,0.9130434782608696,0
0.25,0.7947803706517886,0,8515,0.4632605212144733,0,0.9000000000000001,5,1805012496,0.1666666666666666,0,2971,0.8789497165126858,0,0,6,925260495431,589,0.3333333333333333,0.2843395097745029,0.4347826086956521,0
0.0,0.6230694152692736,0,4492,0.981130131573946,0,0.7666666666666667,5,4168308388,0.1666666666666666,0,1303,0.4722734602257494,0,0,4,815378673885,2309,0.8333333333333333,0.3726591565809799,0.5217391304347826,0
1.0,0.3112550751092062,1,4702,0.6660048292459455,1,0.4,3,1432064983,1.0,1,8030,0.042748166435262,1,0,6,937202380557,1342,0.8333333333333333,0.9999491270185266,0.3478260869565217,0
1.0,0.5762322465369955,0,1689,0.0386119618861666,1,0.8666666666666667,0,8494103649,0.3333333333333333,0,4432,0.876324908071686,0,0,4,698701712587,9258,0.3333333333333333,0.8838486118983317,0.6521739130434783,0
0.75,0.5067064232543117,1,1283,0.624937233806322,1,0.0,5,3934343682,0.0,1,6459,0.5446017373350992,0,0,3,655471837383,6470,0.0,0.93240288845175,0.1739130434782608,0
0.25,0.0937897891193947,0,570,0.8702635279902216,1,0.9333333333333336,4,917707699730,0.6666666666666667,1,7489,0.9498175438034916,1,1,3,857707144490,7791,0.3333333333333333,0.4387609136576311,0.6086956521739131,0
0.75,0.6686423412936654,1,9204,0.5986084409777723,1,0.3,3,919013232763,0.1666666666666666,0,5086,0.9496724991297318,2,1,1,521670226232,5295,0.8333333333333333,0.763167400171151,0.0869565217391304,0
0.25,0.6565694162624152,1,1890,0.2727263634017577,1,0.9333333333333336,2,839854331,0.3333333333333333,0,5412,0.243310939769449,2,0,0,964448219040,1260,0.6666666666666666,0.989047330488225,0.5217391304347826,0
0.0,0.5802270476983348,1,7921,0.998781685674904,1,0.8,2,915658921927,0.8333333333333334,1,301,0.0855603525885973,2,1,3,756198702564,5428,0.1666666666666666,0.6781845486168995,0.7391304347826086,0
0.75,0.2047724101019794,1,8783,0.0628242086458306,1,0.6333333333333334,5,8731897523,0.3333333333333333,0,9026,0.0311285876049823,2,1,3,649154198219,8022,0.3333333333333333,0.5181987824936929,0.3043478260869565,0
0.0,0.1368545175943068,0,4448,0.0345539149100468,0,0.2666666666666667,1,2080584055,0.0,1,7354,0.2630440175574077,0,0,5,274254249788,618,0.1666666666666666,0.5096758938196689,0.6086956521739131,0
0.75,0.0779163908499805,0,8018,0.7233366208481788,0,0.7666666666666667,4,6180660867,0.8333333333333334,0,4110,0.6959693585624371,0,0,1,871612272781,9942,0.0,0.2365123473254869,0.0434782608695651,0
0.25,0.1104511055546735,1,5697,0.9962210250244564,0,0.4,1,912489306320,0.8333333333333334,0,995,0.618895619850914,2,0,0,737529154298,6954,0.4999999999999999,0.3812785844474821,0.8695652173913043,0
0.5,0.2849444766547927,0,1833,0.562281068515677,1,0.4666666666666667,1,6665216055,1.0,1,6932,0.2161365700635796,2,1,0,148718696014,711,0.0,0.7058369591793641,0.0434782608695651,0
0.25,0.5347319700755777,0,3654,0.446863290729008,1,0.6666666666666667,1,4579164189,0.8333333333333334,0,5601,0.4231443284531636,1,1,5,916374259190,3701,0.6666666666666666,0.727102001578146,0.4347826086956521,1
1.0,0.0161044904843226,1,3931,0.5958397266494755,0,0.2,4,3527135482,1.0,1,3166,0.3295885132620847,1,0,1,658010292283,5649,1.0,0.5911955789684259,0.1304347826086956,1
0.75,0.856971220468504,1,475,0.3974795497238287,0,0.1333333333333333,2,3790328757,0.3333333333333333,1,4334,0.1624970490911201,1,0,4,524187208881,8930,0.1666666666666666,0.925812520143589,0.3913043478260869,0
0.75,0.94364042966995,0,1003,0.4340099745734399,1,0.6666666666666667,3,4341646659,0.1666666666666666,1,2204,0.7320394681561921,0,1,0,189460934108,8285,0.3333333333333333,0.2054019493437357,0.1739130434782608,1
0.75,0.2907959606672082,1,8172,0.0690098045295686,0,0.2666666666666667,1,1059193134,0.3333333333333333,1,6593,0.5606666853390845,0,1,0,746415783041,4835,0.8333333333333333,0.5379374520721502,0.0,0
0.25,0.1348474717347421,0,9157,0.5083691592430848,0,0.3333333333333333,5,2326159446,1.0,0,9806,0.4655173793528406,1,0,1,753895414263,475,0.4999999999999999,0.9086721596150212,0.4782608695652173,0
0.5,0.3278888419388392,1,113,0.0299967391587029,1,0.5666666666666668,2,919897762662,0.6666666666666667,0,603,0.5055437074618983,0,0,3,846577803226,4895,0.8333333333333333,0.8405648651351981,0.8260869565217391,0
0.25,0.9259768598591672,0,8961,0.148903417081607,1,0.1666666666666667,5,4191737746,0.6666666666666667,0,3717,0.7624918474890267,0,0,0,120793281732,9940,0.0,0.4361399048666911,0.217391304347826,0
1.0,0.588113399421736,1,5011,0.1291423187182293,0,0.1,2,914049861175,0.0,1,2072,0.3878094453091552,2,0,5,792441904176,2348,0.4999999999999999,0.7583289850965225,1.0,0
1.0,0.1754614687428999,1,1231,0.1147946170111888,1,0.8,5,569594234,0.8333333333333334,0,4156,0.9709880643238118,2,1,2,708463682033,199,0.1666666666666666,0.8512312761866657,0.1304347826086956,0
0.25,0.4694473609390456,0,8506,0.1444862774595846,0,0.9666666666666668,5,7210405847,0.6666666666666667,0,8816,0.3977074939081237,0,0,4,592786319128,8463,0.4999999999999999,0.2006038186688004,0.8695652173913043,0
0.25,0.3484216822035894,0,6266,0.4367216741919416,1,0.3666666666666667,4,3203655822,0.0,0,4624,0.5003481072170228,1,0,2,118640656358,4407,0.6666666666666666,0.6548047683348336,0.0,1
0.75,0.6554816916035693,0,95,0.1545328694803259,1,0.6000000000000001,2,8801710152,0.5,0,7052,0.1491359338676312,2,0,1,689946176866,8865,0.6666666666666666,0.8803068382622612,0.0434782608695651,0
1.0,0.0887203699886758,0,9950,0.7040246383566959,0,0.8333333333333335,1,3327717351,0.1666666666666666,0,4148,0.1672365088447241,2,0,0,233180029828,3783,0.0,0.1529924371242177,1.0,0
0.5,0.7842888296544432,0,1105,0.9817802993172238,1,0.0666666666666667,0,917880381083,0.6666666666666667,0,8456,0.0855933627557287,2,1,0,243288317363,8485,0.6666666666666666,0.1372964108291934,0.6521739130434783,0
0.75,0.7395152977887488,0,7639,0.335577579015386,0,0.0,5,3594107324,1.0,0,4654,0.3477381033358274,2,1,3,925992950814,4273,0.0,0.3130047511085919,0.9565217391304348,0
0.5,0.2491100320331879,0,9790,0.9331917634749765,1,0.3666666666666667,1,6629655085,0.1666666666666666,1,259,0.7575093128683634,2,1,1,436809095684,1238,0.0,0.1789219956878827,0.8695652173913043,0
0.5,0.0627646189001545,0,8038,0.8154383831028404,0,1.0,5,8227404640,0.3333333333333333,0,2274,0.6463270687371709,0,0,3,690175859497,9714,1.0,0.0472534980384311,0.6521739130434783,0
0.0,0.3320677479166912,0,8499,0.102031324081613,0,0.7000000000000001,1,9593026578,0.0,0,5457,0.4911122625768737,1,1,5,926709874457,2552,0.0,0.8219559202702853,0.5652173913043478,0
1.0,0.785661273389888,1,5994,0.8502383614972662,0,0.9666666666666668,0,5128387941,1.0,1,3747,0.093956938737131,0,1,6,514100402862,7636,0.1666666666666666,0.9149331121706176,0.9565217391304348,0
1.0,0.3945854287866098,0,2681,0.5707752600170843,1,0.6333333333333334,0,913955860942,0.1666666666666666,1,6235,0.2521336571664073,1,1,3,114950216721,1929,0.1666666666666666,0.3079584375243112,0.3478260869565217,0
0.25,0.6933249239020969,0,3964,0.6223165576718793,1,0.8666666666666667,3,1991995185,0.1666666666666666,0,2038,0.6114703328625217,2,1,4,882442597629,8728,0.1666666666666666,0.8651416358261372,0.9565217391304348,0
0.75,0.8064697319438927,1,8363,0.6772267244949196,1,0.8666666666666667,3,911565564901,0.8333333333333334,1,8377,0.6328899300984703,0,0,5,611710644905,7777,0.4999999999999999,0.2874300420098022,0.217391304347826,0
0.75,0.5159257708559257,1,5740,0.4865065186818199,1,0.3333333333333333,0,918183808922,0.3333333333333333,0,2704,0.2927631710566855,1,0,5,824789376181,8450,0.0,0.8470685910045677,0.4347826086956521,0
0.75,0.3532305149010737,0,2816,0.8165566716212783,0,0.1333333333333333,4,915330065348,0.8333333333333334,0,9923,0.7687607783197223,1,1,5,505094263867,6634,0.3333333333333333,0.2987748585781126,0.5217391304347826,0
0.5,0.1607513405569489,1,8147,0.1701058873189282,0,0.9000000000000001,4,917935410693,0.0,1,806,0.8120221028076647,2,1,3,851328588032,6516,1.0,0.3299127407506195,1.0,0
0.5,0.5986120660355462,1,3076,0.907032014259679,1,0.9333333333333336,2,917273277794,0.0,1,5201,0.6035638976804856,1,1,6,708438946670,1889,0.0,0.4375911796085753,0.9565217391304348,0
0.25,0.8476738772302953,1,4170,0.1110286453905107,1,0.7000000000000001,0,4499385155,1.0,0,5196,0.8088981406273131,1,0,1,795041445452,2427,0.0,0.5909056390935662,0.3043478260869565,0
0.0,0.0220085373774905,0,3742,0.6399521076437721,1,0.0,4,576576267,0.8333333333333334,1,9104,0.1929254210296771,1,1,3,858547799506,1352,0.8333333333333333,0.9318646573089276,0.4347826086956521,0
0.75,0.7795965098147171,0,9225,0.2637520480283913,0,0.9666666666666668,5,910945444218,1.0,1,8535,0.1061286876357918,2,1,3,315764872484,6908,0.1666666666666666,0.9157087792707188,0.1304347826086956,0
1.0,0.702513646632012,0,5838,0.4479425691828491,0,0.1666666666666667,0,4498565734,0.1666666666666666,1,2239,0.0398862849757725,1,0,5,186113520834,296,0.1666666666666666,0.6662556652107714,0.0869565217391304,0
0.75,0.4760117510721864,1,1763,0.7043337180992696,0,0.4666666666666667,2,2005281892,0.8333333333333334,1,3735,0.1342813586584668,2,1,4,387110525730,4812,0.8333333333333333,0.4238885545516175,0.6521739130434783,0
1.0,0.0872213430798061,0,2833,0.3124046003868998,1,0.4,1,8379892424,0.3333333333333333,0,3347,0.7135267662440032,1,1,6,343565371183,5270,0.3333333333333333,0.0136179803065158,0.0434782608695651,0
0.5,0.2877312455267831,0,2276,0.1081749091265546,1,0.1666666666666667,1,4288589624,0.0,1,9231,0.1172731201209972,1,1,2,415820074875,6056,0.8333333333333333,0.4051933867902509,0.5652173913043478,0
0.5,0.4934952191905601,1,2732,0.3094668424453509,0,0.3,1,9585717101,0.6666666666666667,1,7682,0.0595103291813878,2,1,1,827707501341,8018,0.6666666666666666,0.2154718350948554,0.2608695652173913,0
0.5,0.6901170880464087,0,2632,0.0362423505264358,1,0.9333333333333336,4,5557512079,0.3333333333333333,0,1445,0.298791027636512,0,1,4,226691032051,5869,0.6666666666666666,0.112438924637971,0.0,0
0.75,0.8841611338847634,1,7142,0.2087138481728286,0,0.7333333333333334,3,916313307919,0.1666666666666666,1,3127,0.5479217599020498,1,0,4,367277973583,1589,0.6666666666666666,0.1601339729270162,0.9565217391304348,0
1.0,0.3624500097376479,1,9676,0.3232924094416359,1,0.4,2,9781777596,1.0,0,1858,0.9882043669450192,2,0,0,852778787674,4412,0.8333333333333333,0.1092728886740239,0.6521739130434783,0
0.25,0.9980738416938876,1,4107,0.081953143911129,0,0.7666666666666667,3,2260359934,0.0,0,5150,0.2656368161393709,0,1,1,114028233946,3498,0.3333333333333333,0.9668156736571868,0.5217391304347826,0
0.0,0.5826712508225189,0,1201,0.0524015195920548,0,0.1666666666666667,4,6770673029,0.0,1,3675,0.0857914237585177,0,0,5,147356988611,6015,0.8333333333333333,0.6448180214272219,0.217391304347826,0
1.0,0.2465417876221541,0,1938,0.3681609855342678,1,0.5666666666666668,3,4672769652,0.8333333333333334,1,7378,0.8017199297383594,0,1,3,600756266038,1166,0.1666666666666666,0.0471711177052422,0.6086956521739131,0
0.0,0.4888030771439934,0,5767,0.2582056170491987,1,0.2,2,912350819824,0.8333333333333334,0,353,0.0002300708618254,2,0,2,398507457667,5195,0.6666666666666666,0.7411221673946142,0.1739130434782608,0
0.75,0.6218640137630794,0,2359,0.4661682714140248,1,0.7000000000000001,4,4085354242,1.0,0,5595,0.5163130244115187,1,0,4,529811818422,4035,0.0,0.136234671423332,0.5217391304347826,0
0.5,0.7098004464858494,1,7597,0.5576738798610041,0,0.4333333333333334,4,2273491825,0.0,1,8590,0.1431540914601697,0,1,0,183570386484,7186,1.0,0.444093077273586,0.6956521739130435,1
0.0,0.4891092980808019,1,1709,0.5036379385881558,1,0.0333333333333333,3,4201535650,1.0,0,5327,0.5430432573232555,2,0,2,262798010805,637,0.1666666666666666,0.8256364679536337,0.9130434782608696,0
0.5,0.9306130470648634,1,593,0.0408595417617745,1,0.2,1,914545421691,0.0,0,148,0.8582453395645859,2,1,6,203356428114,9568,1.0,0.9119733159959544,0.3478260869565217,0
1.0,0.270099597922159,0,8150,0.0201051871382816,1,0.6000000000000001,1,917826336893,0.6666666666666667,0,5166,0.5445057077579895,1,0,4,894466151290,1801,1.0,0.9658763767101212,0.3478260869565217,0
0.5,0.3281955295826911,1,6352,0.2447141362471517,1,0.2333333333333333,5,3938733859,1.0,0,7803,0.8057261636584067,1,0,5,521524864716,2716,0.0,0.013338798497427,0.8260869565217391,0
0.5,0.4349766843023127,1,3314,0.6693266862850615,1,0.9333333333333336,2,8740956750,0.3333333333333333,1,604,0.7553826578586205,0,1,6,216001070665,2719,0.6666666666666666,0.0857642255415151,0.5217391304347826,1
0.0,0.725413769477362,1,3704,0.5287934287046058,1,0.1666666666666667,1,917635419522,0.3333333333333333,0,6664,0.5621681477895191,0,0,6,683815696365,4697,0.3333333333333333,0.9148112031696284,0.5217391304347826,0
0.5,0.1323295594559146,1,8294,0.985782331841615,0,0.5333333333333334,2,4885842344,0.1666666666666666,0,393,0.2671082693469588,1,1,5,325407419109,6507,0.8333333333333333,0.8461584453039042,0.4782608695652173,0
0.5,0.2677708964571392,0,2208,0.5459278493851414,0,0.6000000000000001,3,912212129933,0.6666666666666667,0,6930,0.1694331854211097,1,1,1,602998338096,217,1.0,0.4699905144533724,0.8260869565217391,0
0.25,0.0120514287270769,1,3027,0.2062962244259019,1,0.6333333333333334,3,1816433343,1.0,0,8656,0.4382839914693725,1,1,0,971594990089,5684,0.8333333333333333,0.6618720368085886,0.8695652173913043,0
1.0,0.9928614601949382,1,4865,0.9165774769890632,0,0.2666666666666667,3,1456084739,0.5,1,7014,0.5198481132188714,0,1,4,918820659019,1420,0.1666666666666666,0.1470200046677557,0.217391304347826,0
0.0,0.0996639278695374,1,5695,0.5920637524481316,1,0.2333333333333333,2,3291181643,1.0,0,8169,0.0165701035919064,0,0,5,919443909081,737,0.0,0.0062328237699907,0.0,0
0.25,0.3043449661776988,1,2844,0.2380584190721206,0,0.2333333333333333,0,5423811123,0.8333333333333334,1,9549,0.4068373058902142,0,0,1,377521210925,3202,0.8333333333333333,0.2359924426810699,0.6521739130434783,1
